title,genre,studio,number_of_episodes,release_date,content_type,viewer_reviews,source
Jormungand,"Action, Adventure",NBCUniversal Entertainment Japan,12,2012-04,Tv,75,AniList
Penguindrum,"Drama, Mystery, Psychological, Supernatural",Brain's Base,24,2011-07,Tv,79,AniList
The Strongest Sage with the Weakest Crest,"Action, Adventure, Comedy, Fantasy, Romance, Slice of Life",J.C.STAFF,12,2022-01,Tv,61,AniList
The Great Jahy Will Not Be Defeated!,"Comedy, Fantasy, Slice of Life, Supernatural",SILVER LINK.,20,2021-08,Tv,68,AniList
LOOK BACK,"Drama, Slice of Life",Studio Durian,1,2024-06,Movie,87,AniList
Gintama Season 3,"Action, Comedy, Drama, Sci-Fi",Sunrise,13,2012-10,Tv,89,AniList
BLEACH: Thousand-Year Blood War - The Conflict,"Action, Adventure, Supernatural",PIERROT FILMS,14,2024-10,Tv,86,AniList
The Ice Guy and His Cool Female Colleague,"Comedy, Romance, Slice of Life, Supernatural",Zero-G,12,2023-01,Tv,72,AniList
Just Because!,"Drama, Romance, Slice of Life",PINE JAM,12,2017-10,Tv,70,AniList
Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,"Action, Adventure, Comedy, Ecchi, Fantasy",J.C.STAFF,12,2019-07,Tv,52,AniList
Uzumaki,"Drama, Horror, Mystery, Psychological, Supernatural",Production I.G,4,2024-09,Tv,55,AniList
Life Lessons with Uramichi Oniisan,"Comedy, Slice of Life",Studio Blanc,13,2021-07,Tv,76,AniList
Shangri-La Frontier Season 2,"Action, Adventure, Comedy, Fantasy, Sci-Fi",C2C,25,2024-10,Tv,82,AniList
Higurashi: When They Cry - GOU,"Drama, Horror, Mystery, Psychological, Supernatural, Thriller",Passione,24,2020-10,Tv,69,AniList
Outbreak Company,"Comedy, Fantasy",feel.,12,2013-10,Tv,69,AniList
Nyaruko: Crawling with Love!,"Comedy, Romance, Sci-Fi",TV Tokyo,12,2012-04,Tv,66,AniList
Kuroko's Basketball: Last Game,"Comedy, Sports",Production I.G,1,2017-03,Movie,79,AniList
"Love, Chunibyo & Other Delusions: Take on Me","Comedy, Drama, Romance, Slice of Life",Kyoto Animation,1,2018-01,Movie,80,AniList
Showa Genroku Rakugo Shinju,Drama,Studio DEEN,13,2016-01,Tv,84,AniList
Yuuna and the Haunted Hot Springs,"Comedy, Ecchi, Romance, Supernatural",Xebec,12,2018-07,Tv,67,AniList
Yu-Gi-Oh!,"Adventure, Fantasy",Studio Gallop,224,2000-04,Tv,72,AniList
We Never Learn!: BOKUBEN Season 2,"Comedy, Ecchi, Romance, Slice of Life",Studio Silver,13,2019-10,Tv,72,AniList
Kubo Won't Let Me Be Invisible,"Comedy, Romance, Slice of Life",PINE JAM,12,2023-01,Tv,75,AniList
Doukyuusei -Classmates-,"Drama, Music, Romance, Slice of Life",Half H.P Studio,1,2016-02,Movie,81,AniList
Ao-chan Can't Study!,"Comedy, Ecchi, Romance",SILVER LINK.,12,2019-04,Tv Short,65,AniList
Girls und Panzer,"Action, Sports",Actas,12,2012-10,Tv,74,AniList
"Sayonara, Zetsubou-Sensei",Comedy,Shaft,12,2007-07,Tv,76,AniList
Gintama Season 5,"Action, Comedy, Drama, Sci-Fi",Bandai Namco Pictures,12,2017-01,Tv,88,AniList
Cowboy Bebop: The Movie - Knockin' on Heaven's Door,"Action, Drama, Mystery, Sci-Fi",bones,1,2001-09,Movie,82,AniList
Farming Life in Another World,"Fantasy, Slice of Life",Zero-G,12,2023-01,Tv,74,AniList
"The Tunnel to Summer, the Exit of Goodbyes","Drama, Romance, Supernatural",CLAP,1,2022-09,Movie,78,AniList
Engage Kiss,"Action, Comedy, Romance, Supernatural",Aniplex,13,2022-07,Tv,66,AniList
The Reincarnation of the Strongest Exorcist in Another World,"Action, Adventure, Fantasy, Romance, Supernatural",Asmik Ace,13,2023-01,Tv,70,AniList
Moriarty the Patriot Part 2,"Drama, Mystery, Psychological, Thriller",Production I.G,13,2021-04,Tv,81,AniList
Shelter,Sci-Fi,A-1 Pictures,1,2016-10,Music,80,AniList
Orb: On the Movements of the Earth,Drama,MADHOUSE,25,2024-10,Tv,86,AniList
TONIKAWA: Over The Moon For You Season 2,"Comedy, Romance, Slice of Life",Warner Bros. Japan,12,2023-04,Tv,76,AniList
Fate/Grand Order Absolute Demonic Front: Babylonia,"Action, Adventure, Fantasy, Supernatural",CloverWorks,21,2019-10,Tv,78,AniList
Afro Samurai,"Action, Adventure",GONZO,5,2007-01,Tv,70,AniList
Devils' Line,"Action, Drama, Horror, Romance, Supernatural",Platinum Vision,12,2018-04,Tv,65,AniList
Witch Craft Works,"Action, Fantasy, Supernatural",J.C.STAFF,12,2014-01,Tv,67,AniList
Durarara!! X2 The Third Arc,"Action, Mystery, Supernatural",Shuka,12,2016-01,Tv,79,AniList
Aoashi,Sports,Production I.G,24,2022-04,Tv,81,AniList
That Time I Got Reincarnated as a Slime OAD,"Action, Adventure, Comedy, Ecchi, Fantasy",8-bit,5,2019-07,Ova,73,AniList
High School Prodigies Have It Easy Even In Another World,"Action, Adventure, Drama, Ecchi, Fantasy",project No.9,12,2019-10,Tv,61,AniList
Legend of the Galactic Heroes,"Drama, Sci-Fi",Kitty Film,110,1988-01,Ova,88,AniList
Hanasaku Iroha ~Blossoms for Tomorrow~,"Comedy, Drama, Slice of Life",Bandai Visual,26,2011-04,Tv,77,AniList
Infinite Stratos 2,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",Lantis,12,2013-10,Tv,60,AniList
Sabikui Bisco,"Action, Adventure, Fantasy",OZ,12,2022-01,Tv,70,AniList
The Dangers in My Heart Season 2,"Comedy, Romance, Slice of Life",Shin-Ei Animation,13,2024-01,Tv,87,AniList
"BOFURI: I Don't Want to Get Hurt, so I'll Max Out My Defense. Season 2","Action, Adventure, Comedy, Fantasy, Slice of Life",KADOKAWA,12,2023-01,Tv,71,AniList
Steins;Gate 0: 23β -Divide by Zero-,"Drama, Psychological, Sci-Fi, Thriller",WHITE FOX,1,2015-12,Ova,81,AniList
This Art Club Has a Problem!,"Comedy, Romance",feel.,12,2016-07,Tv,70,AniList
Hundred,"Action, Ecchi, Mecha, Sci-Fi",Production IMS,12,2016-04,Tv,59,AniList
Black Butler: Book of Circus,"Comedy, Fantasy, Mystery, Supernatural",A-1 Pictures,10,2014-07,Tv,78,AniList
Stars Align,"Drama, Slice of Life, Sports",8-bit,12,2019-10,Tv,75,AniList
The Kawai Complex Guide to Manors and Hostel Behavior,"Comedy, Romance, Slice of Life",Brain's Base,12,2014-04,Tv,74,AniList
The Yakuza's Guide to Babysitting,"Comedy, Slice of Life",feel.,12,2022-07,Tv,77,AniList
Magical Sempai,"Comedy, Ecchi, Slice of Life",LIDENFILMS,12,2019-07,Tv Short,61,AniList
SHAMAN KING (2021),"Action, Adventure, Comedy, Supernatural",Bridge,52,2021-04,Tv,64,AniList
Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,"Action, Comedy, Ecchi, Fantasy, Romance",ENGI,12,2021-04,Tv,62,AniList
Black Summoner,"Action, Adventure, Fantasy",Satelight,12,2022-07,Tv,69,AniList
The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,"Fantasy, Romance",diomedéa,12,2023-01,Tv,75,AniList
The Duke of Death and His Maid,"Comedy, Drama, Romance, Supernatural",J.C.STAFF,12,2021-07,Tv,74,AniList
Dr. STONE SCIENCE FUTURE,"Action, Adventure, Comedy, Sci-Fi",Toho,12,2025-01,Tv,82,AniList
The World God Only Knows II,"Comedy, Romance, Supernatural",TV Tokyo,12,2011-04,Tv,76,AniList
Ghost in the Shell: Stand Alone Complex,"Action, Mystery, Psychological, Sci-Fi",Production I.G,26,2002-10,Tv,82,AniList
Love After World Domination,"Action, Comedy, Romance, Supernatural",project No.9,12,2022-04,Tv,73,AniList
Lord Marksman and Vanadis,"Adventure, Ecchi, Fantasy, Romance",Satelight,13,2014-10,Tv,67,AniList
Patema Inverted,"Adventure, Romance, Sci-Fi",Asmik Ace,1,2013-11,Movie,77,AniList
LAID-BACK CAMP SEASON2,"Comedy, Slice of Life",C-Station,13,2021-01,Tv,84,AniList
Sword Art Online EXTRA EDITION,"Action, Adventure, Fantasy, Romance",A-1 Pictures,1,2013-12,Special,61,AniList
Noragami OVA,"Action, Adventure, Comedy, Supernatural",bones,2,2014-02,Ova,74,AniList
PERSONA5 the Animation,"Action, Fantasy, Supernatural",Aniplex,26,2018-04,Tv,62,AniList
TRIGUN STAMPEDE,"Action, Drama, Sci-Fi",Orange,12,2023-01,Tv,78,AniList
One-Punch Man OVA,"Action, Comedy, Sci-Fi, Supernatural",MADHOUSE,6,2015-12,Ova,75,AniList
Texhnolyze,"Action, Drama, Psychological, Sci-Fi",MADHOUSE,22,2003-04,Tv,76,AniList
Handa-kun,"Comedy, Slice of Life",diomedéa,12,2016-07,Tv,70,AniList
Beck: Mongolian Chop Squad,"Comedy, Drama, Music, Slice of Life",MADHOUSE,26,2004-10,Tv,80,AniList
How a Realist Hero Rebuilt the Kingdom Part 2,"Action, Adventure, Fantasy, Romance",J.C.STAFF,13,2022-01,Tv,73,AniList
One Punch Man 3,"Action, Comedy, Sci-Fi, Supernatural",Shueisha,,2025-10,Tv,,AniList
To Love Ru Darkness,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,12,2012-10,Tv,71,AniList
Kiss x Sis,"Comedy, Ecchi, Romance",feel.,12,2008-12,Ova,62,AniList
DAN DA DAN Season 2,"Action, Comedy, Drama, Romance, Sci-Fi, Supernatural",Science SARU,,2025-07,Tv,,AniList
Berserk of Gluttony,"Action, Adventure, Drama, Fantasy, Romance",Genco,12,2023-10,Tv,67,AniList
Mysterious Girlfriend X,"Ecchi, Mystery, Romance",Starchild Records,13,2012-04,Tv,69,AniList
Blade Dance of the Elementalers,"Action, Comedy, Ecchi, Fantasy, Romance, Supernatural",TNK,12,2014-07,Tv,62,AniList
The Troubled Life of Miss Kotoura,"Comedy, Drama, Romance",AIC,12,2013-01,Tv,68,AniList
Sound! Euphonium 2,"Drama, Music, Slice of Life",Kyoto Animation,13,2016-10,Tv,83,AniList
HAIKYU!! The Dumpster Battle,"Comedy, Drama, Sports",Toho,1,2024-02,Movie,86,AniList
"Love, Chunibyo & Other Delusions: Glimmering...Explosive Festival (Slapstick Noel)","Comedy, Romance, Slice of Life",Kyoto Animation,1,2013-06,Ova,73,AniList
"The Familiar of Zero: ""Rondo"" of Princesses","Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,12,2008-07,Tv,69,AniList
The Familiar of Zero F,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",J.C.STAFF,12,2012-01,Tv,70,AniList
Arakawa Under the Bridge,"Comedy, Romance",Shaft,13,2010-04,Tv,74,AniList
Record of Grancrest War,"Action, Fantasy, Romance",A-1 Pictures,24,2018-01,Tv,68,AniList
One Week Friends,"Comedy, Drama, Romance, Slice of Life",Brain's Base,12,2014-04,Tv,73,AniList
Adachi and Shimamura,"Romance, Slice of Life",Tezuka Productions,12,2020-10,Tv,70,AniList
Date A Live IV,"Action, Comedy, Ecchi, Mecha, Romance, Sci-Fi",GEEKTOYS,12,2022-04,Tv,76,AniList
Miss Kobayashi's Dragon Maid: Valentines and Hot Springs! (Please Don't Get Your Hopes Up),"Comedy, Fantasy, Romance, Slice of Life",Kyoto Animation,1,2017-09,Ova,76,AniList
NEW GAME!!,"Comedy, Slice of Life",Doga Kobo,12,2017-07,Tv,76,AniList
Sword of the Stranger,"Action, Adventure",bones,1,2007-09,Movie,79,AniList
The Cat Returns,"Adventure, Comedy, Drama, Fantasy",Studio Ghibli,1,2002-07,Movie,75,AniList
Case Closed,"Adventure, Comedy, Mystery, Psychological",TMS Entertainment,,1996-01,Tv,81,AniList
No Longer Allowed in Another World,"Comedy, Fantasy, Romance, Slice of Life, Supernatural",KADOKAWA,12,2024-07,Tv,71,AniList
Hitoribocchi no Marumaruseikatsu,"Comedy, Slice of Life",C2C,12,2019-04,Tv,73,AniList
World's End Harem,"Ecchi, Sci-Fi",AXsiZ,11,2022-01,Tv,55,AniList
Revolutionary Girl Utena,"Drama, Fantasy, Mystery, Psychological, Romance",J.C.STAFF,39,1997-04,Tv,82,AniList
My Teen Romantic Comedy SNAFU OVA,"Comedy, Romance, Slice of Life",Brain's Base,1,2013-09,Ova,74,AniList
The Stranger by the Shore,"Drama, Romance, Slice of Life",Studio Hibari,1,2020-09,Movie,77,AniList
Flying Witch,"Slice of Life, Supernatural",J.C.STAFF,12,2016-04,Tv,74,AniList
Hell Girl,"Drama, Horror, Mystery, Psychological, Supernatural",Aniplex,26,2005-10,Tv,71,AniList
Anohana the Movie: The Flower We Saw That Day,"Drama, Romance, Slice of Life, Supernatural",Aniplex,1,2013-08,Movie,75,AniList
The Elusive Samurai,"Action, Adventure, Supernatural",CloverWorks,12,2024-07,Tv,77,AniList
Campione!,"Comedy, Ecchi, Romance",diomedéa,13,2012-07,Tv,64,AniList
Brynhildr in the Darkness,"Drama, Fantasy, Mystery, Sci-Fi",Arms,13,2014-04,Tv,63,AniList
My Next Life as a Villainess: All Routes Lead to Doom! X,"Comedy, Fantasy, Romance, Slice of Life",SILVER LINK.,12,2021-07,Tv,71,AniList
Aria the Scarlet Ammo,"Action, Comedy, Ecchi, Romance",J.C.STAFF,12,2011-04,Tv,63,AniList
The Heroic Legend of Arslan,"Action, Adventure, Drama, Fantasy",LIDENFILMS,25,2015-04,Tv,73,AniList
Place to Place,"Comedy, Romance, Slice of Life",AIC,12,2012-04,Tv,72,AniList
JUNI TAISEN：ZODIAC WAR,"Action, Thriller",Graphinica,12,2017-10,Tv,62,AniList
Sekirei,"Action, Comedy, Ecchi",Aniplex,12,2008-07,Tv,65,AniList
Parallel World Pharmacy,Fantasy,KADOKAWA,12,2022-07,Tv,72,AniList
Alderamin on the Sky,"Action, Adventure, Drama, Fantasy",MADHOUSE,13,2016-07,Tv,73,AniList
Fireworks,"Drama, Romance, Supernatural",Shaft,1,2017-08,Movie,59,AniList
KamiKatsu: Working for God in a Godless World,"Action, Comedy, Drama, Ecchi, Fantasy",Studio Palette,12,2023-04,Tv,65,AniList
I Was Reincarnated as the 7th Prince So I Can Take My Time Perfecting My Magical Ability,"Action, Adventure, Fantasy",Tsumugi Akita Anime Lab,12,2024-04,Tv,74,AniList
The Girl I Like Forgot Her Glasses,"Comedy, Romance",GoHands,13,2023-07,Tv,68,AniList
The 8th Son? Are You Kidding Me?,"Adventure, Fantasy",SynergySP,12,2020-04,Tv,61,AniList
Pandora Hearts,"Adventure, Fantasy, Supernatural",Xebec,25,2009-04,Tv,72,AniList
Sleepy Princess in the Demon Castle,"Comedy, Fantasy, Slice of Life",Doga Kobo,12,2020-10,Tv,78,AniList
Kaze no Stigma,"Action, Drama, Fantasy, Romance",GONZO,24,2007-04,Tv,67,AniList
Mushoku Tensei: Jobless Reincarnation Cour 2 - Eris the Goblin Slayer,"Adventure, Drama, Fantasy",Studio Bind,1,2022-03,Special,78,AniList
The Ancient Magus' Bride: Those Awaiting a Star,"Drama, Fantasy",WIT STUDIO,3,2016-08,Ova,79,AniList
A Certain Magical Index III,"Action, Sci-Fi, Supernatural",J.C.STAFF,26,2018-10,Tv,66,AniList
Restaurant to Another World,"Fantasy, Slice of Life",SILVER LINK.,12,2017-07,Tv,72,AniList
MAGICAL GIRL SITE,"Action, Drama, Horror, Mahou Shoujo, Psychological, Supernatural",production doA,12,2018-04,Tv,60,AniList
Boogiepop and Others,"Horror, Mystery, Psychological",MADHOUSE,18,2019-01,Tv,68,AniList
Chillin' in Another World with Level 2 Super Cheat Powers,"Adventure, Fantasy, Romance",OVERLAP,12,2024-04,Tv,68,AniList
Tales of Zestiria the X,"Action, Adventure, Fantasy",ufotable,13,2016-07,Tv,69,AniList
"Demon Lord, Retry!","Action, Adventure, Comedy, Fantasy",EKACHI EPILKA,12,2019-07,Tv,62,AniList
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,"Action, Adventure, Comedy, Fantasy",REVOROOT,12,2022-07,Tv,61,AniList
Sasaki and Miyano,"Comedy, Romance, Slice of Life",Studio DEEN,12,2022-01,Tv,81,AniList
Harem in the Labyrinth of Another World,"Drama, Ecchi, Fantasy, Romance",Passione,12,2022-07,Tv,63,AniList
Berserk (2016),"Action, Adventure, Drama, Fantasy, Horror, Supernatural",Millepensee,12,2016-07,Tv,55,AniList
PSYCHO-PASS 3,"Action, Psychological, Sci-Fi, Thriller",Production I.G,8,2019-10,Tv,73,AniList
My Girlfriend is Shobitch,"Comedy, Ecchi, Romance",diomedéa,10,2017-10,Tv,58,AniList
Ghost Stories,"Horror, Mystery, Supernatural",Studio Pierrot,19,2000-10,Tv,74,AniList
Failure Frame: I Became the Strongest and Annihilated Everything with Low-Level Spells,"Action, Adventure, Drama, Fantasy",Seven Arcs,12,2024-07,Tv,64,AniList
Masamune-kun's Revenge R,"Comedy, Romance, Slice of Life",FuRyu,12,2023-07,Tv,72,AniList
Gargantia on the Verdurous Planet,"Action, Adventure, Mecha, Sci-Fi",Production I.G,13,2013-04,Tv,72,AniList
Tokyo Magnitude 8.0,Drama,bones,11,2009-07,Tv,77,AniList
The Kingdoms of Ruin,"Action, Drama, Fantasy",Yokohama Animation Lab,12,2023-10,Tv,61,AniList
Urusei Yatsura (2022),"Comedy, Romance, Sci-Fi, Supernatural",David Production,23,2022-10,Tv,72,AniList
Children of the Whales,"Adventure, Drama, Fantasy, Mystery, Romance, Sci-Fi",J.C.STAFF,12,2017-10,Tv,69,AniList
Anti-Magic Academy: The 35th Test Platoon,"Action, Ecchi, Fantasy, Romance",SILVER LINK.,12,2015-10,Tv,64,AniList
Hi Score Girl,"Comedy, Drama, Romance",J.C.STAFF,12,2018-07,Tv,75,AniList
Dragon Ball Z: Battle of Gods,"Action, Adventure, Comedy, Sci-Fi",Toei Animation,1,2013-03,Movie,71,AniList
Tokyo Revengers Season 2 Part 2,"Action, Drama, Romance, Supernatural",Pony Canyon,13,2023-10,Tv,77,AniList
Porco Rosso,"Action, Adventure, Comedy, Drama, Romance",Studio Ghibli,1,1992-07,Movie,78,AniList
"I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job.","Comedy, Ecchi, Fantasy, Romance",Asread,12,2013-10,Tv,64,AniList
ZOMBIE LAND SAGA REVENGE,"Comedy, Music, Supernatural",MAPPA,12,2021-04,Tv,79,AniList
Yamada's First Time: B Gata H Kei,"Comedy, Ecchi, Romance",Hal Film Maker,12,2010-04,Tv,64,AniList
My Teen Romantic Comedy SNAFU TOO! OVA,"Comedy, Romance, Slice of Life",feel.,1,2016-10,Ova,78,AniList
Diabolik Lovers,"Drama, Horror, Romance, Supernatural",Frontier Works,12,2013-09,Tv Short,45,AniList
Silver Spoon,"Comedy, Slice of Life",Aniplex,11,2013-07,Tv,79,AniList
Fate/kaleid liner Prisma☆Illya,"Action, Comedy, Ecchi, Fantasy, Mahou Shoujo",SILVER LINK.,10,2013-07,Ona,67,AniList
Ninja Kamui,"Action, Adventure, Drama, Sci-Fi",E&H Production,13,2024-02,Tv,65,AniList
The Saint's Magic Power is Omnipotent,"Fantasy, Romance, Slice of Life",diomedéa,12,2021-04,Tv,71,AniList
Princess Principal,"Action, Adventure, Sci-Fi",Studio 3Hz,12,2017-07,Tv,75,AniList
Sakura Trick,"Comedy, Romance, Slice of Life",Studio DEEN,12,2014-01,Tv,66,AniList
Sirius the Jaeger,"Action, Supernatural",P.A.WORKS,12,2018-07,Tv,68,AniList
Wotaku ni Koi wa Muzukashii OVA,"Comedy, Romance, Slice of Life",A-1 Pictures,3,2019-03,Ova,79,AniList
Road to Ninja: Naruto the Movie,"Action, Adventure",Studio Pierrot,1,2012-07,Movie,74,AniList
I've Always Liked You,"Drama, Romance, Slice of Life",Qualia Animation,1,2016-04,Movie,70,AniList
Is the Order a Rabbit?,Slice of Life,WHITE FOX,12,2014-04,Tv,73,AniList
Little Busters!,"Comedy, Drama, Slice of Life, Supernatural",J.C.STAFF,26,2012-10,Tv,72,AniList
Ground Control to Psychoelectric Girl,"Comedy, Slice of Life",Shaft,12,2011-04,Tv,68,AniList
Attack on Titan: Junior High,"Comedy, Fantasy, Slice of Life",Production I.G,12,2015-10,Tv,69,AniList
My Wife is the Student Council President,"Comedy, Ecchi, Romance",Seven,12,2015-07,Tv Short,61,AniList
By the Grace of the Gods,"Adventure, Fantasy, Slice of Life",Maho Film,12,2020-10,Tv,68,AniList
Demon Slayer: Kimetsu no Yaiba Infinity Castle,"Action, Adventure, Drama, Supernatural",Aniplex,3,2025-07,Movie,,AniList
A Certain Scientific Railgun T,"Action, Sci-Fi",J.C.STAFF,25,2020-01,Tv,81,AniList
A Certain Scientific Accelerator,"Action, Sci-Fi",J.C.STAFF,12,2019-07,Tv,70,AniList
Digimon: Digital Monsters,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",Toei Animation,54,1999-03,Tv,75,AniList
Ben-To,"Action, Comedy, Ecchi",AT-X,12,2011-10,Tv,68,AniList
Liz and the Blue Bird,"Drama, Music, Slice of Life",Kyoto Animation,1,2018-04,Movie,83,AniList
Motto To Love Ru,"Comedy, Ecchi, Romance, Sci-Fi",Xebec,12,2010-10,Tv,69,AniList
One Piece Film: Red,"Action, Adventure, Comedy, Drama, Fantasy, Music",Toei Animation,1,2022-08,Movie,78,AniList
Fate/Grand Order: First Order,"Action, Fantasy",Lay-duce,1,2016-12,Special,65,AniList
The Tale of The Princess Kaguya,"Drama, Fantasy, Romance",Studio Ghibli,1,2013-11,Movie,81,AniList
Pop Team Epic,Comedy,Kamikaze Douga,12,2018-01,Tv,69,AniList
Akebi’s Sailor Uniform,Slice of Life,CloverWorks,12,2022-01,Tv,75,AniList
OniAi,"Comedy, Ecchi, Romance",Funimation,12,2012-10,Tv,60,AniList
Log Horizon: Destruction of the Round Table,"Action, Adventure, Comedy, Fantasy",Studio DEEN,12,2021-01,Tv,69,AniList
Is It Wrong to Try to Pick Up Girls in a Dungeon?: Arrow of the Orion,"Action, Adventure, Comedy, Fantasy, Romance",J.C.STAFF,1,2019-02,Movie,73,AniList
Go! Go! Loser Ranger!,"Action, Comedy, Drama, Sci-Fi",Shouchiku,12,2024-04,Tv,72,AniList
Mobile Suit Gundam: The Witch from Mercury,"Action, Mecha, Sci-Fi",Sunrise,12,2022-10,Tv,78,AniList
Rosario + Vampire Capu2,"Comedy, Ecchi, Fantasy, Romance",GONZO,13,2008-10,Tv,64,AniList
Grimoire of Zero,"Action, Drama, Fantasy",WHITE FOX,12,2017-04,Tv,68,AniList
Pseudo Harem,"Comedy, Romance, Slice of Life",Nomad,12,2024-07,Tv,76,AniList
Slam Dunk,"Comedy, Drama, Slice of Life, Sports",Toei Animation,101,1993-10,Tv,83,AniList
The World God Only Knows: Goddesses,"Comedy, Romance, Supernatural",Manglobe,12,2013-07,Tv,78,AniList
Beyond the Boundary -I'LL BE HERE-: Future,"Action, Drama, Fantasy, Romance, Slice of Life, Supernatural",Kyoto Animation,1,2015-04,Movie,79,AniList
Unbreakable Machine-Doll,"Action, Ecchi, Fantasy",Genco,12,2013-10,Tv,66,AniList
Fuuka,"Drama, Ecchi, Music, Romance",diomedéa,12,2017-01,Tv,60,AniList
Black Rock Shooter,"Action, Drama, Fantasy, Psychological, Slice of Life",Aniplex,8,2012-02,Tv,63,AniList
The Dungeon of Black Company,"Comedy, Fantasy",SILVER LINK.,12,2021-07,Tv,70,AniList
Bungo Stray Dogs 5,"Action, Comedy, Mystery, Supernatural",bones,11,2023-07,Tv,85,AniList
Hokkaido Gals Are Super Adorable!,"Comedy, Romance, Slice of Life",BLADE,12,2024-01,Tv,69,AniList
Fena: Pirate Princess,"Action, Adventure, Romance",Production I.G,12,2021-08,Tv,69,AniList
FLIP FLAPPERS,"Action, Adventure, Comedy, Fantasy, Mahou Shoujo, Psychological, Sci-Fi",Studio 3Hz,13,2016-10,Tv,75,AniList
